"","nodeLabel","CpG","correlations"
"cg04240491","VAE91","cg04240491",-0.545590898728666
"cg01089364","VAE91","cg01089364",-0.545582155555458
"cg11285912","VAE91","cg11285912",-0.545574323181467
"cg00245454","VAE91","cg00245454",-0.545503637513222
"cg13615367","VAE91","cg13615367",-0.545477583522301
"cg25699727","VAE91","cg25699727",-0.545465888127904
"cg19145607","VAE91","cg19145607",-0.54537503533857
"cg05357750","VAE91","cg05357750",-0.545361956530698
"cg08244581","VAE91","cg08244581",-0.545351273968236
"cg25800638","VAE91","cg25800638",-0.545270912530642
"cg07336123","VAE91","cg07336123",-0.545147625905068
"cg04077850","VAE91","cg04077850",-0.545145663195464
"cg06392574","VAE91","cg06392574",-0.545102990077515
"cg09302031","VAE91","cg09302031",-0.545065145150726
"cg12077460","VAE91","cg12077460",-0.545049057074547
"cg21615397","VAE91","cg21615397",-0.545011185895829
"cg21643295","VAE91","cg21643295",-0.545006705901962
"cg24134292","VAE91","cg24134292",-0.544976845304999
"cg19491379","VAE91","cg19491379",-0.544976607701617
"cg13488570","VAE91","cg13488570",0.544972625140947
"cg01128850","VAE91","cg01128850",-0.544958911971312
"cg25738116","VAE91","cg25738116",-0.54495436314303
"cg09459581","VAE91","cg09459581",-0.544948749899541
"cg01144592","VAE91","cg01144592",-0.544914760676824
"cg23348155","VAE91","cg23348155",-0.544883473129539
"cg07211251","VAE91","cg07211251",-0.544851637519805
"cg25318456","VAE91","cg25318456",-0.544807321320979
"cg04824189","VAE91","cg04824189",-0.544801959182298
"cg13606495","VAE91","cg13606495",-0.544789953294872
"cg20512044","VAE91","cg20512044",-0.54475464878992
"cg27571590","VAE91","cg27571590",-0.544665698578052
"cg08895618","VAE91","cg08895618",-0.544620571938411
"cg09192711","VAE91","cg09192711",-0.54447469194853
"cg25644015","VAE91","cg25644015",-0.544452268549207
"cg23097139","VAE91","cg23097139",-0.544447620240728
"cg03301165","VAE91","cg03301165",-0.544446281090598
"cg19052547","VAE91","cg19052547",-0.544441394933127
"cg00773370","VAE91","cg00773370",-0.544427324552129
"cg20667664","VAE91","cg20667664",-0.544411192036672
"cg00637144","VAE91","cg00637144",-0.544411126674472
"cg14843688","VAE91","cg14843688",-0.544400099776423
"cg14511866","VAE91","cg14511866",-0.544388854764816
"cg00941576","VAE91","cg00941576",-0.544358947737558
"cg15543452","VAE91","cg15543452",-0.54433926422465
"cg07529087","VAE91","cg07529087",-0.544293259793645
"cg08855504","VAE91","cg08855504",-0.544250259733783
"cg16560209","VAE91","cg16560209",-0.544182828813877
"cg20440718","VAE91","cg20440718",-0.544170320871773
"cg16758598","VAE91","cg16758598",-0.544129519824328
"cg08404557","VAE91","cg08404557",-0.544113747713786
"cg17435479","VAE91","cg17435479",-0.544112265962986
"cg12149795","VAE91","cg12149795",-0.544104109120776
"cg17464982","VAE91","cg17464982",-0.544059248781564
"cg16848717","VAE91","cg16848717",0.544029742877948
"cg25381747","VAE91","cg25381747",-0.544029185802303
"cg13620631","VAE91","cg13620631",0.543941484179667
"cg05979170","VAE91","cg05979170",-0.543900796645348
"cg11341142","VAE91","cg11341142",-0.543889522953913
"cg15923139","VAE91","cg15923139",-0.543872886183461
"cg06398181","VAE91","cg06398181",-0.543843411142082
"cg11039314","VAE91","cg11039314",-0.54383441944638
"cg05199874","VAE91","cg05199874",0.543798949999309
"cg21182196","VAE91","cg21182196",-0.543783278928563
"cg12250761","VAE91","cg12250761",-0.543731922183633
"cg00912772","VAE91","cg00912772",-0.543693725587249
"cg04751089","VAE91","cg04751089",-0.543650545662863
"cg24118773","VAE91","cg24118773",-0.543637774796481
"cg16072754","VAE91","cg16072754",-0.543634931491905
"cg14331623","VAE91","cg14331623",-0.543622124587385
"cg06176471","VAE91","cg06176471",-0.543604729471774
"cg11383391","VAE91","cg11383391",-0.54359571887397
"cg12986501","VAE91","cg12986501",-0.543592590386883
"cg04497992","VAE91","cg04497992",-0.543535153669103
"cg00543944","VAE91","cg00543944",-0.543510505494771
"cg18880646","VAE91","cg18880646",-0.543497923855007
"cg01692968","VAE91","cg01692968",-0.543430436871214
"cg27471183","VAE91","cg27471183",-0.543373360578562
"cg18433146","VAE91","cg18433146",-0.543368894311864
"cg00126889","VAE91","cg00126889",-0.543308428131027
"cg10700380","VAE91","cg10700380",-0.543304427179006
"cg07818422","VAE91","cg07818422",-0.543241576470308
"cg13107973","VAE91","cg13107973",-0.54324144728046
"cg19071879","VAE91","cg19071879",-0.543224043700347
"cg21304158","VAE91","cg21304158",-0.543168255594716
"cg26534477","VAE91","cg26534477",-0.543160047118635
"cg24467535","VAE91","cg24467535",0.543156342230003
"cg21628539","VAE91","cg21628539",-0.543123125755657
"cg17667972","VAE91","cg17667972",-0.543121572130931
"cg24674754","VAE91","cg24674754",-0.543120782624147
"cg07916615","VAE91","cg07916615",-0.543052415814267
"cg01651886","VAE91","cg01651886",-0.543044514765955
"cg04640834","VAE91","cg04640834",-0.543036861614455
"cg15266205","VAE91","cg15266205",-0.542945916169832
"cg12069042","VAE91","cg12069042",-0.542931323939655
"cg24170465","VAE91","cg24170465",-0.542927545221721
"cg15332359","VAE91","cg15332359",-0.542922308913513
"cg19263548","VAE91","cg19263548",-0.542855111964266
"cg18235088","VAE91","cg18235088",-0.54282837678234
"cg24873022","VAE91","cg24873022",0.542806357777632
"cg10823566","VAE91","cg10823566",-0.542771220135605
"cg21762655","VAE91","cg21762655",-0.542765114044583
"cg24216990","VAE91","cg24216990",-0.542729514897294
"cg05529156","VAE91","cg05529156",-0.542578574766186
"cg12608727","VAE91","cg12608727",-0.542520991618915
"cg20707765","VAE91","cg20707765",-0.542477906668374
"cg11551464","VAE91","cg11551464",0.542466502237744
"cg13609939","VAE91","cg13609939",-0.542402357122888
"cg02268674","VAE91","cg02268674",-0.542374812955712
"cg20060598","VAE91","cg20060598",-0.54232972251279
"cg21245653","VAE91","cg21245653",-0.5423106648823
"cg06637550","VAE91","cg06637550",-0.542310406082568
"cg09447621","VAE91","cg09447621",0.542291116499365
"cg17076667","VAE91","cg17076667",-0.542258705435591
"cg01012713","VAE91","cg01012713",-0.5422233143527
"cg01192875","VAE91","cg01192875",-0.542181826514682
"cg10128479","VAE91","cg10128479",-0.542180592425881
"cg02059176","VAE91","cg02059176",-0.542166834936328
"cg10362613","VAE91","cg10362613",-0.542137914859043
"cg07283011","VAE91","cg07283011",-0.542103799009502
"cg14472778","VAE91","cg14472778",-0.542090059173539
"cg17164345","VAE91","cg17164345",-0.54208885193161
"cg20373544","VAE91","cg20373544",-0.542077233010177
"cg27268104","VAE91","cg27268104",-0.542062559230091
"cg04536957","VAE91","cg04536957",-0.542045707898032
"cg16449219","VAE91","cg16449219",-0.542024505464721
"cg26631397","VAE91","cg26631397",-0.542004481640865
"cg02145220","VAE91","cg02145220",-0.541954615227586
"cg24656976","VAE91","cg24656976",-0.541929691420267
"cg12801391","VAE91","cg12801391",-0.54189551983521
"cg22487204","VAE91","cg22487204",-0.541868324678421
"cg11273000","VAE91","cg11273000",-0.541845497126844
"cg22581896","VAE91","cg22581896",-0.541795139980094
"cg16187635","VAE91","cg16187635",-0.541773133607083
"cg08669718","VAE91","cg08669718",0.541761026337076
"cg07230621","VAE91","cg07230621",-0.541735470457396
"cg00084184","VAE91","cg00084184",-0.541729286956423
"cg16593865","VAE91","cg16593865",-0.541634232368694
"cg00945443","VAE91","cg00945443",-0.541598472032605
"cg07815856","VAE91","cg07815856",-0.541587929664603
"cg09840386","VAE91","cg09840386",-0.541566340130055
"cg14556243","VAE91","cg14556243",-0.541558100660294
"cg06129556","VAE91","cg06129556",-0.541551728750123
"cg20156953","VAE91","cg20156953",-0.541505641708515
"cg12653626","VAE91","cg12653626",-0.541486021379693
"cg02187712","VAE91","cg02187712",-0.541481792974189
"cg08697732","VAE91","cg08697732",-0.54145725567167
"cg11440915","VAE91","cg11440915",-0.541421591608057
"cg04694619","VAE91","cg04694619",-0.5413831746783
"cg05268769","VAE91","cg05268769",-0.541301448123576
"cg07045873","VAE91","cg07045873",-0.541155497307747
"cg25898520","VAE91","cg25898520",-0.541145539944122
"cg17526175","VAE91","cg17526175",-0.541118999271432
"cg08266168","VAE91","cg08266168",-0.541068879109114
"cg15087178","VAE91","cg15087178",-0.541062493094477
"cg10639368","VAE91","cg10639368",-0.540899432536392
"cg19970883","VAE91","cg19970883",-0.540859130060863
"cg26575622","VAE91","cg26575622",-0.54083300629924
"cg17923947","VAE91","cg17923947",-0.540825347101714
"cg09900758","VAE91","cg09900758",-0.540789616416732
"cg06643882","VAE91","cg06643882",-0.540776125192706
"cg21586453","VAE91","cg21586453",-0.540756809359426
"cg20668765","VAE91","cg20668765",-0.540579472246446
"cg05339403","VAE91","cg05339403",-0.540534325512388
"cg26664457","VAE91","cg26664457",-0.540458413455462
"cg11507895","VAE91","cg11507895",-0.540379425168209
"cg25095032","VAE91","cg25095032",-0.540343284724667
"cg01864791","VAE91","cg01864791",-0.540338774425463
"cg01361263","VAE91","cg01361263",-0.540333713762368
"cg19549171","VAE91","cg19549171",-0.540190176174902
"cg13682735","VAE91","cg13682735",-0.540169879828484
"cg13476901","VAE91","cg13476901",0.540061780306193
"cg23705108","VAE91","cg23705108",-0.540036712772756
"cg21967909","VAE91","cg21967909",-0.540001753896183
"cg05696931","VAE91","cg05696931",-0.539977873508711
"cg19108747","VAE91","cg19108747",0.539971937627387
"cg21936552","VAE91","cg21936552",0.539936136256938
"cg23097558","VAE91","cg23097558",-0.539905566678332
"cg14827807","VAE91","cg14827807",-0.539904212665792
"cg27031484","VAE91","cg27031484",-0.539890786922081
"cg04409048","VAE91","cg04409048",-0.539877384865543
"cg24138691","VAE91","cg24138691",-0.53985960211732
"cg25846723","VAE91","cg25846723",0.53976403344118
"cg01049678","VAE91","cg01049678",0.539759711071109
"cg10624729","VAE91","cg10624729",-0.53975736195694
"cg21646032","VAE91","cg21646032",-0.539757216038678
"cg08885927","VAE91","cg08885927",-0.53971935502991
"cg25718365","VAE91","cg25718365",-0.539690328928075
"cg06954677","VAE91","cg06954677",-0.539677899265673
"cg02951237","VAE91","cg02951237",-0.539648844762963
"cg02385230","VAE91","cg02385230",-0.539647309314011
"cg27132471","VAE91","cg27132471",0.539607166308745
"cg04153082","VAE91","cg04153082",-0.539581918744234
"cg07265549","VAE91","cg07265549",-0.539559135375452
"cg09366796","VAE91","cg09366796",-0.539538464786941
"cg01994902","VAE91","cg01994902",0.539463183259284
"cg04345475","VAE91","cg04345475",-0.539420188627799
"cg12291829","VAE91","cg12291829",0.539380872784991
"cg24713989","VAE91","cg24713989",-0.539350215472606
"cg12301814","VAE91","cg12301814",-0.539346294693935
"cg20329303","VAE91","cg20329303",-0.539289271121287
"cg22581200","VAE91","cg22581200",-0.539251960111164
"cg24022152","VAE91","cg24022152",-0.539251758758521
"cg17796593","VAE91","cg17796593",-0.539241315268102
"cg23891364","VAE91","cg23891364",-0.539204112011423
"cg19683417","VAE91","cg19683417",-0.539144657670179
"cg07913430","VAE91","cg07913430",-0.539141847062442
"cg04560029","VAE91","cg04560029",-0.539120377028084
"cg24495062","VAE91","cg24495062",-0.53908464948831
"cg01621080","VAE91","cg01621080",-0.539079333778534
"cg12672865","VAE91","cg12672865",-0.539070757025005
"cg03962678","VAE91","cg03962678",-0.539001786163946
"cg08472795","VAE91","cg08472795",-0.538971040484257
"cg10612128","VAE91","cg10612128",-0.538945776570407
"cg14420108","VAE91","cg14420108",0.538941850193868
"cg19307180","VAE91","cg19307180",-0.538934145968239
"cg12082302","VAE91","cg12082302",-0.538931892634744
"cg15443166","VAE91","cg15443166",-0.538925359412404
"cg26093148","VAE91","cg26093148",-0.538899979780538
"cg19770715","VAE91","cg19770715",-0.538888744719073
"cg02346282","VAE91","cg02346282",-0.538887663437748
"cg05283716","VAE91","cg05283716",-0.538873121825045
"cg13944505","VAE91","cg13944505",-0.538750914194231
"cg08692104","VAE91","cg08692104",-0.538731395537525
"cg26109093","VAE91","cg26109093",-0.538704221384785
"cg01364826","VAE91","cg01364826",-0.538693072291642
"cg18749309","VAE91","cg18749309",-0.538672636647759
"cg16573957","VAE91","cg16573957",-0.538668639134613
"cg23716690","VAE91","cg23716690",-0.538664809960724
"cg24204951","VAE91","cg24204951",-0.538570439332658
"cg16048383","VAE91","cg16048383",-0.538530439761861
"cg11256186","VAE91","cg11256186",-0.538502334405485
"cg05263838","VAE91","cg05263838",-0.538482094992268
"cg27640254","VAE91","cg27640254",-0.538476568043049
"cg25628461","VAE91","cg25628461",-0.538459557787836
"cg07661899","VAE91","cg07661899",-0.538434640398221
"cg10236224","VAE91","cg10236224",-0.538421971093057
"cg05570682","VAE91","cg05570682",-0.538354751249
"cg12349181","VAE91","cg12349181",-0.5382929317637
"cg16502931","VAE91","cg16502931",-0.538290085111868
"cg05274650","VAE91","cg05274650",-0.53824732562602
"cg19432362","VAE91","cg19432362",-0.538242351111959
"cg26851984","VAE91","cg26851984",-0.538221048002326
"cg06850005","VAE91","cg06850005",0.538214504041427
"cg25579729","VAE91","cg25579729",-0.538209523919389
"cg21562656","VAE91","cg21562656",-0.538181381531648
"cg03359337","VAE91","cg03359337",-0.53815585181839
"cg18186914","VAE91","cg18186914",-0.538106843342932
"cg01792430","VAE91","cg01792430",-0.538098888221293
"cg01713348","VAE91","cg01713348",-0.538065392455524
"cg01438056","VAE91","cg01438056",-0.538028863616302
"cg23772843","VAE91","cg23772843",-0.537997771525801
"cg17374034","VAE91","cg17374034",-0.537980600025952
"cg22998028","VAE91","cg22998028",-0.53796394503559
"cg18435674","VAE91","cg18435674",-0.537864057345096
"cg10011495","VAE91","cg10011495",-0.537862521220368
"cg15732840","VAE91","cg15732840",0.537775603128867
"cg21536086","VAE91","cg21536086",-0.53774953727411
"cg00220721","VAE91","cg00220721",0.537740405819888
"cg05150327","VAE91","cg05150327",-0.537730848281098
"cg18814344","VAE91","cg18814344",-0.537690524058453
"cg27084781","VAE91","cg27084781",0.537673442642569
"cg13050070","VAE91","cg13050070",-0.537660006576314
"cg25960403","VAE91","cg25960403",-0.537657015558162
"cg04147940","VAE91","cg04147940",0.537618406253472
"cg15604242","VAE91","cg15604242",-0.537613922801287
"cg13784195","VAE91","cg13784195",-0.537608067661958
"cg15962197","VAE91","cg15962197",-0.537601648735209
"cg00703843","VAE91","cg00703843",-0.537592865537385
"cg23080908","VAE91","cg23080908",-0.53754728936656
"cg20085953","VAE91","cg20085953",-0.537526396353261
"cg08977816","VAE91","cg08977816",-0.537507669011557
"cg12450823","VAE91","cg12450823",-0.537504407098739
"cg12665414","VAE91","cg12665414",-0.537493796680974
"cg21857668","VAE91","cg21857668",-0.537475277470856
"cg27560796","VAE91","cg27560796",-0.537450304510008
"cg13211324","VAE91","cg13211324",-0.537441105733003
"cg27530053","VAE91","cg27530053",-0.537431170302041
"cg18196829","VAE91","cg18196829",-0.537411108728489
"cg14871225","VAE91","cg14871225",-0.537396671743936
"cg27255502","VAE91","cg27255502",-0.537358782155541
"cg05663262","VAE91","cg05663262",-0.5373368717413
"cg21421984","VAE91","cg21421984",-0.537306235827463
"cg00842095","VAE91","cg00842095",-0.53719948536788
"cg21169762","VAE91","cg21169762",-0.537184055909691
"cg04131890","VAE91","cg04131890",0.537177745994186
"cg00996847","VAE91","cg00996847",-0.537176007649702
"cg04067249","VAE91","cg04067249",-0.537162650171432
"cg17140299","VAE91","cg17140299",-0.537134241146633
"cg11209481","VAE91","cg11209481",-0.537118737112185
"cg14324805","VAE91","cg14324805",-0.537111481813015
"cg04398893","VAE91","cg04398893",-0.537092718994785
"cg09215588","VAE91","cg09215588",-0.537075986261858
"cg11374256","VAE91","cg11374256",-0.537063959991387
"cg10835651","VAE91","cg10835651",-0.537042148412611
"cg24195359","VAE91","cg24195359",-0.537041416831341
"cg04858987","VAE91","cg04858987",-0.537033373520427
"cg17719202","VAE91","cg17719202",-0.537019201788816
"cg10352205","VAE91","cg10352205",-0.537010801269064
"cg25552843","VAE91","cg25552843",0.536956701062661
"cg08731068","VAE91","cg08731068",-0.536927679435045
"cg11934832","VAE91","cg11934832",-0.536918828361696
"cg23572703","VAE91","cg23572703",-0.536884402040301
"cg24249925","VAE91","cg24249925",-0.536829508540812
"cg16430819","VAE91","cg16430819",-0.536752643582453
"cg20435284","VAE91","cg20435284",-0.536690341798864
"cg01071185","VAE91","cg01071185",0.536652072263082
"cg09038267","VAE91","cg09038267",-0.536650963093209
"cg15341575","VAE91","cg15341575",-0.536596655689892
"cg23409608","VAE91","cg23409608",-0.536554089741154
"cg27179041","VAE91","cg27179041",0.536525269466181
"cg27648858","VAE91","cg27648858",-0.536495640285546
"cg02693118","VAE91","cg02693118",-0.536471646005083
"cg27569935","VAE91","cg27569935",-0.536466543548868
"cg19957803","VAE91","cg19957803",-0.536466004671581
"cg24410234","VAE91","cg24410234",-0.536455343115916
"cg00875636","VAE91","cg00875636",-0.536429585498814
"cg25244356","VAE91","cg25244356",-0.536401155761856
"cg01942797","VAE91","cg01942797",-0.53635290205038
"cg18147280","VAE91","cg18147280",-0.536346122766604
"cg13702181","VAE91","cg13702181",-0.536343105730026
"cg23180841","VAE91","cg23180841",-0.536332059046327
"cg04956382","VAE91","cg04956382",-0.536299982705642
"cg06118338","VAE91","cg06118338",-0.536259561673813
"cg22729539","VAE91","cg22729539",0.536230881936496
"cg22707705","VAE91","cg22707705",-0.536216186447365
"cg25182523","VAE91","cg25182523",-0.536202871190347
"cg19928703","VAE91","cg19928703",-0.53618466652169
"cg27065896","VAE91","cg27065896",-0.536169992235811
"cg26642420","VAE91","cg26642420",-0.536147417808013
"cg09183146","VAE91","cg09183146",0.536097838075543
"cg01815912","VAE91","cg01815912",-0.53609099208568
"cg00308914","VAE91","cg00308914",0.536064661871725
"cg00849642","VAE91","cg00849642",-0.536064259166439
"cg01369207","VAE91","cg01369207",-0.53603215770755
"cg09367198","VAE91","cg09367198",-0.536004347551625
"cg15635633","VAE91","cg15635633",-0.535988580212972
"cg06428196","VAE91","cg06428196",-0.535986675160195
"cg20727124","VAE91","cg20727124",-0.535938591726225
"cg18991240","VAE91","cg18991240",0.535923929797752
"cg13552373","VAE91","cg13552373",-0.535901995783171
"cg15536446","VAE91","cg15536446",-0.53587775951397
"cg19682367","VAE91","cg19682367",-0.53586489406671
"cg21760006","VAE91","cg21760006",-0.535852516727022
"cg03240473","VAE91","cg03240473",-0.535782362606185
"cg08895260","VAE91","cg08895260",-0.535768443324045
"cg21679468","VAE91","cg21679468",-0.535762606060151
"cg00893522","VAE91","cg00893522",-0.535738187766441
"cg23397909","VAE91","cg23397909",-0.535730002982792
"cg06569861","VAE91","cg06569861",-0.535658675401134
"cg27031586","VAE91","cg27031586",-0.535625059472551
"cg04101806","VAE91","cg04101806",-0.535585707793518
"cg14412967","VAE91","cg14412967",-0.535570110606147
"cg22280238","VAE91","cg22280238",-0.535499908841844
"cg05590818","VAE91","cg05590818",-0.53544081768956
"cg00360414","VAE91","cg00360414",-0.535370586847287
"cg05473387","VAE91","cg05473387",-0.535358519015676
"cg11255590","VAE91","cg11255590",-0.535341199867976
"cg22438247","VAE91","cg22438247",-0.53533594843999
"cg10081621","VAE91","cg10081621",-0.535331620381883
"cg26355796","VAE91","cg26355796",-0.535280374054787
"cg02353258","VAE91","cg02353258",0.535232852337954
"cg24195796","VAE91","cg24195796",-0.535214691959675
"cg19226626","VAE91","cg19226626",-0.535073799666208
"cg22524998","VAE91","cg22524998",-0.534997351916781
"cg25813345","VAE91","cg25813345",-0.534994389006481
"cg21462633","VAE91","cg21462633",-0.534982448559336
"cg26509250","VAE91","cg26509250",-0.53488694355085
"cg09180171","VAE91","cg09180171",0.534885930075879
"cg18668327","VAE91","cg18668327",-0.534786112858971
"cg25113767","VAE91","cg25113767",-0.534779589033337
"cg27460824","VAE91","cg27460824",-0.534765077463741
"cg01974478","VAE91","cg01974478",-0.534727277616676
"cg22789515","VAE91","cg22789515",-0.5346353644447
"cg17094065","VAE91","cg17094065",-0.534594894965634
"cg12965553","VAE91","cg12965553",-0.534583670627316
"cg05064936","VAE91","cg05064936",-0.53456924391784
"cg21388639","VAE91","cg21388639",-0.534549265921853
"cg24848615","VAE91","cg24848615",-0.53449073946095
"cg04454664","VAE91","cg04454664",-0.534431743998031
"cg08628428","VAE91","cg08628428",-0.534425692489512
"cg09905635","VAE91","cg09905635",-0.534382986455362
"cg05147143","VAE91","cg05147143",-0.534337910310196
"cg15022039","VAE91","cg15022039",0.534325156253268
"cg03932459","VAE91","cg03932459",-0.53429416136975
"cg08402963","VAE91","cg08402963",-0.534227124363128
"cg10547843","VAE91","cg10547843",-0.534184259830172
"cg22834924","VAE91","cg22834924",-0.53416256149929
"cg11060666","VAE91","cg11060666",-0.534133971918705
"cg09208942","VAE91","cg09208942",-0.534118941804983
"cg21929875","VAE91","cg21929875",-0.534115971853494
"cg17091456","VAE91","cg17091456",-0.534112580106349
"cg20663376","VAE91","cg20663376",0.534071666699194
"cg20108872","VAE91","cg20108872",-0.53405726927193
"cg09103877","VAE91","cg09103877",-0.534040205279229
"cg01819995","VAE91","cg01819995",-0.534025449555863
"cg18757087","VAE91","cg18757087",-0.53397323967637
"cg24914185","VAE91","cg24914185",0.533962782762424
"cg03985478","VAE91","cg03985478",-0.533895389171971
"cg24429727","VAE91","cg24429727",-0.53386176414125
"cg10660666","VAE91","cg10660666",-0.533851912198432
"cg11267810","VAE91","cg11267810",-0.533818261902652
"cg09565310","VAE91","cg09565310",-0.533776407831048
"cg27085488","VAE91","cg27085488",-0.533772048115123
"cg05531482","VAE91","cg05531482",-0.533704151143369
"cg03621504","VAE91","cg03621504",-0.533680832011803
"cg12958778","VAE91","cg12958778",-0.533680465360793
"cg07630327","VAE91","cg07630327",-0.533638692259425
"cg11931626","VAE91","cg11931626",-0.533636094810326
"cg04747693","VAE91","cg04747693",-0.533545480470062
"cg13674369","VAE91","cg13674369",0.533527907174919
"cg20095609","VAE91","cg20095609",0.533519309417061
"cg18390495","VAE91","cg18390495",0.533501315202529
"cg06118116","VAE91","cg06118116",-0.533481669896323
"cg09183671","VAE91","cg09183671",-0.533467951929609
"cg10439737","VAE91","cg10439737",0.533445728449541
"cg01303372","VAE91","cg01303372",-0.533386185977018
"cg02127209","VAE91","cg02127209",0.533377752657138
"cg05928581","VAE91","cg05928581",-0.533365784738501
"cg20175702","VAE91","cg20175702",0.53336495248091
"cg03495084","VAE91","cg03495084",-0.533358057430448
"cg00187557","VAE91","cg00187557",0.533348340887859
"cg08313842","VAE91","cg08313842",-0.533327088861286
"cg22885332","VAE91","cg22885332",-0.533313070616554
"cg13056524","VAE91","cg13056524",-0.533292917017448
"cg21414842","VAE91","cg21414842",-0.533232840019364
"cg02877152","VAE91","cg02877152",-0.533227838042757
"cg21798608","VAE91","cg21798608",-0.533218649996017
"cg25342005","VAE91","cg25342005",-0.533209561934524
"cg09643312","VAE91","cg09643312",-0.533184246055113
"cg06851817","VAE91","cg06851817",-0.533158868050762
"cg11311289","VAE91","cg11311289",-0.533154854421411
"cg21549695","VAE91","cg21549695",-0.533128702928442
"cg16823277","VAE91","cg16823277",-0.53310382081649
"cg27125439","VAE91","cg27125439",-0.533102936429753
"cg25918267","VAE91","cg25918267",-0.533095193633279
"cg13672106","VAE91","cg13672106",0.533085919133202
"cg00652274","VAE91","cg00652274",-0.533074226111384
"cg02413187","VAE91","cg02413187",-0.533068891125732
"cg13696148","VAE91","cg13696148",-0.53306701883007
"cg02627216","VAE91","cg02627216",-0.533036741820342
"cg08754294","VAE91","cg08754294",-0.533024717711656
"cg24653772","VAE91","cg24653772",-0.533016244980551
"cg17465569","VAE91","cg17465569",-0.533009335228996
"cg22956205","VAE91","cg22956205",-0.533005393582481
"cg21187669","VAE91","cg21187669",0.532990340540822
"cg00604410","VAE91","cg00604410",-0.532984684591025
"cg23004527","VAE91","cg23004527",-0.532914712050833
"cg13640423","VAE91","cg13640423",-0.532912628817356
"cg13707337","VAE91","cg13707337",-0.532873491808859
"cg10439402","VAE91","cg10439402",-0.532804833454257
"cg02872914","VAE91","cg02872914",-0.532688642511724
"cg04479876","VAE91","cg04479876",-0.532603500396058
"cg02912007","VAE91","cg02912007",-0.532587368844031
"cg00244747","VAE91","cg00244747",-0.532576631910597
"cg20372886","VAE91","cg20372886",-0.532575960578113
"cg27580905","VAE91","cg27580905",-0.532525056912766
"cg07505941","VAE91","cg07505941",-0.532523526632679
"cg16481280","VAE91","cg16481280",-0.532481801525952
"cg25608041","VAE91","cg25608041",-0.532477961387995
"cg06668829","VAE91","cg06668829",-0.532462437099192
"cg12184157","VAE91","cg12184157",0.532388812505147
"cg03094226","VAE91","cg03094226",-0.532281971002066
"cg16157895","VAE91","cg16157895",-0.532265503364755
"cg00473597","VAE91","cg00473597",-0.53222087347493
"cg26138846","VAE91","cg26138846",-0.532209592614014
"cg10521480","VAE91","cg10521480",0.532203625123171
"cg03040292","VAE91","cg03040292",-0.532145768939078
"cg11406388","VAE91","cg11406388",-0.532119193114874
"cg16198416","VAE91","cg16198416",-0.53211432259806
"cg26300785","VAE91","cg26300785",-0.532080613482911
"cg15625104","VAE91","cg15625104",-0.532070963934092
"cg07136133","VAE91","cg07136133",0.532061599471009
"cg12263469","VAE91","cg12263469",-0.532041924669309
"cg13522118","VAE91","cg13522118",-0.53202365199189
"cg21748244","VAE91","cg21748244",-0.531916485057596
"cg05985988","VAE91","cg05985988",-0.531904850501684
"cg01985482","VAE91","cg01985482",-0.531900428312797
"cg18638434","VAE91","cg18638434",-0.531894266064416
"cg18522740","VAE91","cg18522740",-0.531874437042417
"cg07624918","VAE91","cg07624918",-0.531834565005755
"cg01150982","VAE91","cg01150982",-0.531833361103171
"cg23451251","VAE91","cg23451251",-0.531825657870773
"cg26979044","VAE91","cg26979044",-0.531785179914173
"cg15320998","VAE91","cg15320998",0.531784898877791
"cg07826859","VAE91","cg07826859",0.531767091735074
"cg08392123","VAE91","cg08392123",-0.531707290857285
"cg24940583","VAE91","cg24940583",-0.531701833343465
"cg26500914","VAE91","cg26500914",-0.531684329944187
"cg03123136","VAE91","cg03123136",-0.531669591734016
"cg04667538","VAE91","cg04667538",0.531658194443658
"cg11252310","VAE91","cg11252310",-0.531645656813152
"cg21092021","VAE91","cg21092021",-0.531613885658468
"cg04556210","VAE91","cg04556210",-0.531577472096355
"cg03217587","VAE91","cg03217587",0.531564819581634
"cg01290856","VAE91","cg01290856",-0.53156378533035
"cg24055855","VAE91","cg24055855",-0.531559544142386
"cg22524980","VAE91","cg22524980",-0.531555127022716
"cg21806580","VAE91","cg21806580",0.53150566217511
"cg01966665","VAE91","cg01966665",-0.531488286298856
"cg09135529","VAE91","cg09135529",-0.531474029674889
"cg10451565","VAE91","cg10451565",-0.531453773598999
"cg24626310","VAE91","cg24626310",-0.531433425272047
"cg10023454","VAE91","cg10023454",-0.531423490576075
"cg13432241","VAE91","cg13432241",0.53141123449728
"cg20412356","VAE91","cg20412356",-0.531360021379814
"cg07678594","VAE91","cg07678594",-0.531334191120892
"cg16060382","VAE91","cg16060382",-0.531331439301432
"cg23100133","VAE91","cg23100133",-0.531265401489684
"cg25150721","VAE91","cg25150721",-0.531246971011091
"cg02217247","VAE91","cg02217247",0.531202149912751
"cg14014720","VAE91","cg14014720",0.53119640465067
"cg07493858","VAE91","cg07493858",0.531180672297494
"cg13503268","VAE91","cg13503268",-0.531176339588324
"cg05034374","VAE91","cg05034374",-0.53116224475667
"cg26215727","VAE91","cg26215727",-0.53114724775875
"cg20683802","VAE91","cg20683802",-0.531121056061132
"cg21576187","VAE91","cg21576187",-0.531113178960613
"cg19062354","VAE91","cg19062354",-0.531083762126588
"cg13595161","VAE91","cg13595161",-0.53100256752921
"cg22964758","VAE91","cg22964758",-0.530993979383371
